idx,status,elapsed_ms,error
0,200,91.493,
1,200,1039.523,
2,200,1334.235,
3,200,9797.194,
4,200,1599.612,
5,200,924.672,
6,200,420.159,
7,200,3701.337,
8,200,3325.775,
9,200,2551.322,
10,200,9432.341,
11,200,8267.716,
12,200,297.488,
13,200,2647.878,
14,200,8660.378,
15,200,229.934,
16,200,2591.259,
17,200,3571.851,
18,200,10955.68,
19,200,2192.532,
20,200,5645.184,
21,200,1643.749,
22,200,614.174,
23,200,91.774,
24,200,5183.903,
25,200,6220.822,
26,200,8432.521,
27,200,3227.884,
28,200,4778.871,
29,200,6457.708,
30,200,1355.476,
31,200,9088.059,
32,200,2378.501,
33,200,2108.191,
34,200,1071.129,
35,200,1174.195,
36,200,2622.669,
37,200,88.987,
38,200,980.941,
39,200,19099.999,
40,200,10009.654,
41,200,14728.286,
42,200,2999.653,
43,200,267.968,
44,200,1454.624,
45,200,16819.119,
46,200,1722.123,
47,200,15023.681,
48,200,11723.672,
49,200,18630.985,
50,200,2181.414,
51,200,4427.011,
52,200,1152.484,
53,200,11589.125,
54,200,6044.924,
55,200,16846.983,
56,200,2340.456,
57,200,8426.967,
58,200,9547.823,
59,200,12686.985,
60,200,7241.792,
61,200,8086.57,
62,200,4435.728,
63,200,5180.645,
64,200,17107.601,
65,200,429.296,
66,200,1604.366,
67,200,5376.945,
68,200,6404.218,
69,200,9020.453,
70,200,6508.034,
71,200,1691.753,
72,200,4925.041,
73,200,666.47,
74,200,3471.127,
75,200,2157.958,
76,200,9331.954,
77,200,1015.763,
78,200,16888.616,
79,200,789.014,
80,200,507.221,
81,200,894.524,
82,200,10417.944,
83,200,7410.121,
84,200,7335.951,
85,200,4662.774,
86,200,303.844,
87,200,1789.362,
88,200,4709.625,
89,200,2707.779,
90,200,554.795,
91,200,4210.224,
92,200,3473.628,
93,200,3704.844,
94,200,1183.593,
95,200,8491.984,
96,200,10022.345,
97,200,2921.681,
98,200,1218.517,
99,200,183.355,
100,200,6325.209,
101,200,862.536,
102,200,1671.847,
103,200,1627.005,
104,200,6530.071,
105,200,13736.76,
106,200,1377.588,
107,200,4431.603,
108,200,3829.054,
109,200,9123.325,
110,200,5310.617,
111,200,9791.11,
112,200,10412.79,
113,200,6682.982,
114,200,519.353,
115,200,8729.912,
116,200,4375.28,
117,200,5350.833,
118,200,2369.374,
119,200,6756.043,
120,200,5836.657,
121,200,9608.867,
122,200,978.304,
123,200,11002.654,
124,200,7319.691,
125,200,1737.446,
126,200,2388.972,
127,200,3970.202,
128,200,4103.85,
129,200,2602.011,
130,200,1503.36,
131,200,1221.111,
132,200,5180.194,
133,200,3863.004,
134,200,9480.239,
135,200,13624.24,
136,200,3371.808,
137,200,1655.459,
138,200,5704.921,
139,200,3987.266,
140,200,7074.232,
141,200,7914.503,
142,200,4221.055,
143,200,1925.888,
144,200,1798.384,
145,200,3470.227,
146,200,9982.926,
147,200,4526.53,
148,200,4928.716,
149,200,2039.232,
150,200,274.758,
151,200,18055.911,
152,200,28825.458,
153,200,5863.744,
154,200,8795.314,
155,200,2937.935,
156,200,16147.859,
157,200,4556.729,
158,200,10657.907,
159,200,3019.031,
160,200,10390.812,
161,200,3717.423,
162,200,10007.603,
163,200,18693.894,
164,200,2871.832,
165,200,3613.848,
166,200,4196.256,
167,200,11349.176,
168,200,3323.233,
169,200,5334.882,
170,200,3783.275,
171,200,7557.345,
172,200,4729.599,
173,200,6891.469,
174,200,3490.058,
175,200,24117.25,
176,200,6335.397,
177,200,10897.826,
178,200,7195.453,
179,200,6749.262,
180,200,4876.693,
181,200,7220.077,
182,200,8269.783,
183,200,6623.7,
184,200,20898.894,
185,200,6197.102,
186,200,7377.671,
187,200,5703.645,
188,200,11145.505,
189,200,5151.532,
190,200,9445.573,
191,200,9582.228,
192,200,13290.888,
193,200,6300.919,
194,200,7039.552,
195,200,19403.306,
196,200,5344.659,
197,200,4869.254,
198,200,9215.538,
199,200,7778.723,
200,200,5287.872,
201,200,6530.838,
202,200,16372.719,
203,200,11402.491,
204,200,5375.61,
205,200,11126.949,
206,200,13660.312,
207,200,8312.681,
208,500,30116.747,"{""timestamp"":""2026-08-16T21:25:57.741+00:00"",""status"":500,""error"":""Internal Server Error"",""path"":""/api/bench/issue/1""}"
209,200,19644.704,
210,200,7217.925,
211,200,9928.589,
212,200,5414.334,
213,200,14202.657,
214,200,5772.98,
215,200,5713.085,
216,200,15675.715,
217,200,6557.709,
218,200,6590.276,
219,200,6784.118,
220,200,8958.789,
221,200,10020.602,
222,200,6035.099,
223,200,8312.691,
224,200,17776.809,
225,200,6301.562,
226,200,6642.4,
227,200,9678.756,
228,200,8641.006,
229,200,6387.49,
230,200,9311.334,
231,200,8889.799,
232,200,12676.994,
233,200,9699.487,
234,200,10845.903,
235,200,13414.385,
236,200,7297.501,
237,200,15704.859,
238,200,10385.329,
239,200,6852.179,
240,200,7787.164,
241,200,19941.559,
242,200,8505.462,
243,200,9916.466,
244,200,10185.059,
245,200,9211.558,
246,200,9070.969,
247,200,7177.121,
248,200,7093.173,
249,200,8556.755,
250,200,7436.92,
251,200,10070.213,
252,200,8629.283,
253,200,13112.242,
