idx,status,elapsed_ms,error
0,200,1225.901,
1,200,1122.066,
2,200,376.307,
3,200,449.648,
4,200,741.917,
5,200,941.091,
6,200,206.512,
7,200,280.013,
8,200,1389.747,
9,200,607.939,
10,200,773.005,
11,200,648.977,
12,200,507.663,
13,200,680.884,
14,200,1257.878,
15,200,563.212,
16,200,797.532,
17,200,1069.687,
18,200,984.894,
19,200,1148.697,
20,200,1104.202,
21,200,1276.007,
22,200,1230.219,
23,200,748.003,
24,200,774.019,
25,200,880.182,
26,200,794.602,
27,200,918.881,
28,200,1363.422,
29,200,1420.062,
30,200,1480.11,
31,200,1500.054,
32,200,1537.882,
33,200,1578.881,
34,200,1614.953,
35,200,1692.7,
36,200,1644.892,
37,200,1829.089,
38,200,1720.634,
39,200,1763.617,
40,200,1791.233,
41,200,2055.578,
42,200,1826.559,
43,200,1910.049,
44,200,1843.26,
45,200,1881.545,
46,200,1923.439,
47,200,1940.557,
48,200,1966.47,
49,200,1997.075,
50,200,5380.261,
51,200,2093.647,
52,200,2115.84,
53,200,2133.746,
54,200,2150.732,
55,200,2173.107,
56,200,2191.663,
57,200,2219.531,
58,200,2234.274,
59,200,2267.806,
60,200,2285.006,
61,200,2241.753,
62,200,2290.904,
63,200,2308.183,
64,200,2324.987,
65,200,2370.395,
66,200,2342.361,
67,200,7755.618,
68,200,2400.856,
69,200,2412.893,
70,200,2430.756,
71,200,2447.766,
72,200,2463.227,
73,200,2474.745,
74,200,2492.399,
75,200,2512.116,
76,200,2527.912,
77,200,2539.083,
78,200,2571.37,
79,200,2548.31,
80,200,2574.62,
81,200,2590.215,
82,200,2615.964,
83,200,2617.656,
84,200,2628.355,
85,200,2644.309,
86,200,2649.517,
87,200,2657.504,
88,200,2696.167,
89,200,2722.339,
90,200,2657.728,
91,200,2673.585,
92,200,2699.69,
93,200,2716.263,
94,200,2723.702,
95,200,2731.416,
96,200,2761.239,
97,200,2735.623,
98,200,2756.145,
99,200,2759.821,
100,200,2764.468,
101,200,2777.304,
102,200,2783.53,
103,200,2796.193,
104,200,2847.845,
105,200,2806.87,
106,200,2816.738,
107,200,2848.696,
108,200,2851.891,
109,200,2865.703,
110,200,2879.515,
111,200,2889.714,
112,200,2903.783,
113,200,2922.902,
114,200,2938.885,
115,200,2948.324,
116,200,2985.542,
117,200,2960.91,
118,200,2996.725,
119,200,3009.61,
120,200,3048.814,
121,200,3024.606,
122,200,3069.68,
123,200,3098.353,
124,200,3078.068,
125,200,3108.984,
126,200,3114.214,
127,200,3129.853,
128,200,3143.258,
129,200,3153.551,
130,200,3165.469,
131,200,3178.811,
132,200,3194.197,
133,200,3208.663,
134,200,3222.251,
135,200,3256.481,
136,200,3234.786,
137,200,3260.228,
138,200,3274.194,
139,200,3288.793,
140,200,3310.71,
141,200,3333.705,
142,200,3362.78,
143,200,3380.252,
144,200,3392.126,
145,200,3406.415,
146,200,3420.351,
147,200,3434.329,
148,200,3446.886,
149,200,3455.559,
150,200,3463.804,
151,200,3485.454,
152,200,3454.926,
153,200,3483.749,
154,200,3496.548,
155,200,3508.867,
156,200,3518.443,
157,200,3534.99,
158,200,3546.711,
159,200,3557.835,
160,200,3656.564,
161,200,3567.506,
162,200,3581.696,
163,200,3593.916,
164,200,3677.811,
165,200,3603.09,
166,200,3620.836,
167,200,3649.481,
168,200,3677.168,
169,200,3695.682,
170,200,3731.583,
171,200,3711.849,
172,200,3746.16,
173,200,3756.261,
174,200,3768.338,
175,200,3782.631,
176,200,3795.373,
177,200,3808.906,
178,200,3822.872,
179,200,3836.789,
180,200,3849.367,
181,200,3862.314,
182,200,3876.451,
183,200,3889.398,
184,200,3927.764,
185,200,3902.941,
186,200,3965.69,
187,200,3943.442,
188,200,3984.786,
189,200,4001.782,
190,200,4014.91,
191,200,4039.563,
192,200,4022.682,
193,200,4047.497,
194,200,4098.508,
195,200,4058.233,
196,200,4077.473,
197,200,4129.985,
198,200,4093.966,
199,200,4108.324,
200,200,4128.589,
201,200,4157.972,
202,200,4141.0,
203,200,4194.525,
204,200,4172.331,
205,200,4206.722,
206,200,4230.129,
207,200,4244.808,
208,200,4257.119,
209,200,4270.089,
210,200,4283.1,
211,200,4296.749,
212,200,4310.697,
213,200,4323.444,
214,200,4336.062,
215,200,4347.747,
216,200,4378.705,
217,200,4360.779,
218,200,4392.201,
219,200,4405.392,
220,200,4422.69,
221,200,4443.961,
222,200,4460.537,
223,200,4489.053,
224,200,4472.736,
225,200,4500.322,
226,200,4510.603,
227,200,4520.743,
228,200,4531.706,
229,200,4544.159,
230,200,4559.319,
231,200,4572.82,
232,200,4587.161,
233,200,4606.554,
234,200,1288.657,
235,200,4630.647,
236,200,4811.042,
237,200,4643.893,
238,200,4657.193,
239,200,4668.923,
240,200,4682.228,
241,200,4692.251,
242,200,4705.422,
243,200,4720.043,
244,200,4734.343,
245,200,4768.231,
246,200,4747.436,
247,200,4802.515,
248,200,4817.446,
249,200,4849.274,
250,200,4825.798,
251,200,4859.56,
252,200,4871.083,
253,200,4876.818,
254,200,4899.721,
255,200,4876.653,
256,200,4894.372,
257,200,4906.838,
258,200,4917.738,
259,200,4924.12,
260,200,4937.193,
261,200,4947.855,
262,200,4960.256,
263,200,4969.755,
264,200,4985.964,
265,200,5001.308,
266,200,5012.793,
267,200,5025.902,
268,200,5058.489,
269,200,5039.922,
270,200,5070.033,
271,200,5082.285,
272,200,5092.864,
273,200,5105.479,
274,200,5117.965,
275,200,5129.252,
276,200,5158.691,
277,200,5139.549,
278,200,5168.578,
279,200,5182.84,
280,200,5186.617,
281,200,5196.593,
282,200,5209.738,
283,200,5223.583,
284,200,5235.226,
285,200,5248.929,
286,200,5268.838,
287,200,5287.608,
288,200,5300.466,
289,200,5311.959,
290,200,5332.839,
291,200,5347.172,
292,200,5362.254,
293,200,5376.955,
294,200,5406.318,
295,200,5388.347,
296,200,5421.208,
297,200,5433.658,
298,200,5463.662,
299,200,5445.84,
300,200,5480.707,
301,200,5493.65,
302,200,5505.366,
303,200,5517.907,
304,200,5528.181,
305,200,5539.923,
306,200,5554.723,
307,200,5604.782,
308,200,5583.497,
309,200,5565.176,
310,200,5615.511,
311,200,5625.23,
312,200,5638.563,
313,200,5653.742,
314,200,5671.088,
315,200,5700.93,
316,200,5682.875,
317,200,5710.909,
318,200,5705.935,
319,200,5719.561,
320,200,5733.257,
321,200,5739.906,
322,200,5749.722,
323,200,5759.245,
324,200,5772.558,
325,200,5788.223,
326,200,5798.383,
327,200,5810.014,
328,200,5820.397,
329,200,5831.438,
330,200,5842.742,
331,200,5857.238,
332,200,5869.158,
333,200,5897.467,
334,200,5912.796,
335,200,5928.77,
336,200,5937.393,
337,200,5962.953,
338,200,5943.916,
339,200,5975.46,
340,200,6026.042,
341,200,5994.214,
342,200,6007.714,
343,200,6090.015,
344,200,6033.315,
345,200,5967.539,
346,200,6041.386,
347,200,6054.421,
348,200,6079.243,
349,200,6090.128,
350,200,6160.022,
351,200,6092.759,
352,200,6101.019,
353,200,6108.095,
354,200,6121.044,
355,200,6146.063,
356,200,6165.414,
357,200,6196.68,
358,200,6177.501,
359,200,6216.214,
360,200,6266.683,
361,200,6250.832,
362,200,6231.574,
363,200,6278.793,
364,200,6336.506,
365,200,6313.894,
366,200,6288.969,
367,200,6385.115,
368,200,6346.883,
369,200,6362.528,
370,200,6396.296,
371,200,6409.733,
372,200,6483.658,
373,200,6454.288,
374,200,6424.404,
375,200,6495.333,
376,200,6465.959,
377,200,6510.187,
378,200,6526.518,
379,200,6599.508,
380,200,6570.024,
381,200,6539.807,
382,200,1213.398,
383,200,6553.184,
384,200,6588.878,
385,200,6592.461,
386,200,6653.705,
387,200,6622.276,
388,200,6605.19,
389,200,6634.225,
390,200,6663.036,
391,200,6675.842,
392,200,6702.555,
393,200,6736.743,
394,200,6685.687,
395,200,6715.765,
396,200,6745.831,
397,200,6726.099,
398,200,6801.882,
399,200,6736.242,
400,200,6749.93,
401,200,6760.208,
402,200,6770.53,
403,200,6797.258,
404,200,6867.562,
405,200,6814.641,
406,200,6799.798,
407,200,6874.528,
408,200,6827.408,
409,200,6885.563,
410,200,6838.673,
411,200,6887.835,
412,200,6894.636,
413,200,6905.378,
414,200,6917.937,
415,200,6931.599,
416,200,6940.866,
417,200,6952.55,
418,200,6966.895,
419,200,6979.927,
420,200,7006.052,
421,200,7023.647,
422,200,7039.673,
423,200,7056.503,
424,200,7070.733,
425,200,7081.565,
426,200,7093.688,
427,200,7110.19,
428,200,7124.17,
429,200,7138.562,
430,200,7152.305,
431,200,7162.319,
432,200,7188.034,
433,200,7168.313,
434,200,7183.549,
435,200,7202.396,
436,200,7215.192,
437,200,7229.48,
438,200,7236.086,
439,200,7247.109,
440,200,7256.29,
441,200,7264.747,
442,200,7275.455,
443,200,7288.483,
444,200,7300.336,
445,200,7352.675,
446,200,7305.729,
447,200,7313.106,
448,200,7320.114,
449,200,7344.242,
450,200,7358.268,
451,200,7371.473,
452,200,7385.341,
453,200,7395.178,
454,200,7403.558,
455,200,7415.435,
456,200,7423.749,
457,200,7437.327,
458,200,7449.148,
459,200,7459.284,
460,200,7469.994,
461,200,7479.943,
462,200,7493.654,
463,200,7502.415,
464,200,7514.715,
465,200,7534.853,
466,200,7545.205,
467,200,7562.912,
468,200,7579.16,
469,200,7597.667,
470,200,7613.789,
471,200,7627.231,
472,200,7643.715,
473,200,7652.484,
474,200,7661.776,
475,200,7672.734,
476,200,7680.092,
477,200,7697.15,
478,200,7710.781,
479,200,7723.065,
480,200,7734.817,
481,200,7750.322,
482,200,7761.777,
483,200,7775.621,
484,200,7789.06,
485,200,7821.446,
486,200,7801.844,
487,200,7829.293,
488,200,7835.693,
489,200,7864.479,
490,200,7846.35,
491,200,7883.448,
492,200,7854.788,
493,200,7888.195,
494,200,7901.771,
495,200,7914.334,
496,-1,5.997,URLError: <urlopen error [WinError 10014] 호출에 대한 포인터 인수를 사용하려는 동안 시스템에서 잘못된 포인터 주소를 감지했습니다>
497,-1,5.312,URLError: <urlopen error [WinError 10014] 호출에 대한 포인터 인수를 사용하려는 동안 시스템에서 잘못된 포인터 주소를 감지했습니다>
498,-1,4.684,URLError: <urlopen error [WinError 10014] 호출에 대한 포인터 인수를 사용하려는 동안 시스템에서 잘못된 포인터 주소를 감지했습니다>
499,-1,0.808,URLError: <urlopen error [WinError 10014] 호출에 대한 포인터 인수를 사용하려는 동안 시스템에서 잘못된 포인터 주소를 감지했습니다>
